Name,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),Other skills,"Are you available for 3 months, starting immediately, for a full-time work from home internship? ",Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10
,2,1,0,1,"CSS, Data Structures, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, MS-PowerPoint, Python, Teaching, Apache, Bootstrap, Data Science, Database Management System (DBMS), Deep Learning, Design Thinking, Java, JavaScript, Machine Learning, MySQL, PHP, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Computer Science & Engineering ( Machine Learning),2025,N/A,N/A,83.00/83.00,82.00/82.00
,3,1,1,2,"C Programming, English Proficiency (Written), Python, .NET, Algorithms, CSS, Computer Vision, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), Java, JavaScript, MATLAB, R Programming, Artificial Intelligence, HTML, Machine Learning, Natural Language Processing (NLP), Neural Networks","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2025,8.00/8,N/A,N/A,N/A
,2,0,0,0,"Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Computer Science (B.C.S.),computer science,2022,N/A,N/A,N/A,N/A
,2,0,0,0,"C Programming, C++ Programming, Python, Java, Power BI, R Programming, Tableau","No, From December of this year.",Master of Science (M.Sc),Applied Mathematics,2024,N/A,N/A,N/A,N/A
,1,1,0,0,"Translation, Machine Learning, Model View Controller(MVC), Python","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelors Of Software Engineering,,2024,N/A,N/A,N/A,N/A
,2,0,0,0,"Embedded Systems, PLC SCADA, Plc Programming, Python, SQL, Blockchain, C Programming, HTML, Internet of Things (IoT), Java","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Electronics and Communication,2023,N/A,81.56/100,10.00/10.00,9.80/9.80
,2,2,0,1,"English Proficiency (Written), ArcGIS, Artificial intelligence, C Programming, C++ Programming, Data Analytics, Data Science, Database Management System (DBMS), Java, Machine Learning, MongoDB, Neural Networks, Python, SQL, Deep Learning, GNU Octave, Image Processing, MySQL, NoSQL, R Programming, Video Editing","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),Data Science With Business And Management,2022,9.00/10,9.20/10,83.00/83.00,79.00/79.00
,2,1,0,1,"Java, Python, Deep Learning, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Technology (M.Tech),Computer Science,2022,7.59/10,6.97/10,75.00/75.00,73.00/73.00
,2,2,0,0,"C Programming, Data Analytics, Data Science, Java, JavaScript, Machine Learning, Node.js, Python, ReactJS, BIG DATA ANALYTICS, Django, Neural Networks, PHP","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Information Technology,2024,N/A,9.20/10,96.00/96.00,N/A
,3,3,2,3,"Data Analytics, Data Science, Deep Learning, JavaScript, Machine Learning, Power BI, Python, SQL, .NET, Artificial Intelligence, Computer Vision, Django, Natural Language Processing (NLP), R Programming","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Data Science,2024,8.93/10,N/A,8.70/8.70,N/A
,1,2,0,0,"C++ Programming, HTML, Java, Machine Learning, MySQL, CSS, JavaScript, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",MCA,,2023,N/A,N/A,76.50/76.50,64.00/64.00
,0,0,0,0,"CSS, HTML, AJAX, ASP.NET, C#.NET, JavaScript, SQL, AngularJS, Bootstrap, Node.js, ReactJS","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),Chemistry,2023,N/A,N/A,N/A,N/A
,0,0,0,0,Adobe Dreamweaver,"No, As I am a college student I may not available for the whole time. I will be fully available anytime after 6:30 pm.",,,0,N/A,N/A,10.00/10.00,10.00/10.00
,2,2,0,2,"Creative Writing, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Python, SQL, Computer Vision, Data Structures, English Proficiency (Spoken), Image Processing, MySQL, Neural Networks, OpenCV, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),computer science,2023,N/A,8.50/10,9.88/9.88,10.00/10.00
,2,2,0,2,"MS-Excel, MS-Office, Deep Learning, Machine Learning, Power BI, Python, R Programming, SQL, Tableau, Database Management System (DBMS)","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),Statistics,2023,8.12/10,8.94/10,8.36/8.36,9.00/9.00
,0,0,0,0,"MS-Word, CSS, HTML, JavaScript, MS-Excel, MS-PowerPoint","Yes, I am available for 3 months starting immediately for a full-time internship.",,Computer Science & Technology,2023,N/A,N/A,N/A,N/A
,1,0,0,0,"CSS, HTML, Java, JavaScript, PHP, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",,Computer Technology,2023,N/A,N/A,N/A,N/A
,0,0,0,0,"C++ Programming, CSS, Creative Writing, English Proficiency (Written), HTML, JavaScript","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Science (B.Sc) (Hons.),Computer Science,2023,N/A,9.40/10,95.00/95.00,80.20/80.20
,0,0,0,0,,"No, I am available full time till end of August.",Bachelor of Computer Applications (BCA),Computer Science,2023,N/A,N/A,N/A,N/A
,3,3,0,0,"Golang, Java, Machine Learning, Python, Data Analytics, PostgreSQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2022,N/A,7.50/10,N/A,N/A
,2,2,0,0,"MS-Excel, Data Analytics, Database Management System (DBMS), English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, SQL, Statistics, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Computer Science & Engineering,2024,N/A,8.08/10,N/A,N/A
,0,0,0,0,,"Yes, I am available for 3 months starting immediately for a full-time internship.",BE,,2021,N/A,N/A,N/A,N/A
,0,0,0,0,"SQL, C Programming, HTML, Java, MySQL","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Computer Applications (MCA),computer science,2023,7.30/10,N/A,N/A,N/A
,2,2,0,2,"Effective Communication, Artificial Intelligence, Deep Learning, Machine Learning, Python, Power BI","Yes, I am available for 3 months starting immediately for a full-time internship.",,,0,N/A,N/A,69.20/69.20,N/A
,2,2,1,1,"English Proficiency (Spoken), English Proficiency (Written), HTML, Business Research, C Programming, C++ Programming, Data Analytics, Data Science, Data Structures, Java, JavaScript, MS-Excel, Machine Learning, Python, ReactJS, SQL, Tableau, Deep Learning, Flutter, Hadoop, Linux, MongoDB, Natural Language Processing (NLP)","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science And Engineering( Data Science),2025,N/A,9.08/10,98.00/98.00,97.20/97.20
,2,1,0,1,"Arduino, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Word, C Programming, C++ Programming, Internet of Things (IoT), Python, SQL, Data Analytics, Data Science, Deep Learning, Embedded Systems, Machine Learning, Power BI, Robotics","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2025,N/A,N/A,N/A,N/A
,2,2,0,0,"MS-Excel, Data Analytics, Database Management System (DBMS), Machine Learning, Python, SQL, Statistics, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Integrated M.Sc.,Mathematics,2013,N/A,N/A,N/A,N/A
,2,2,0,1,"Algorithms, Data Structures, Computer Vision, Django, FastAPI, Figma, Firebase, Machine Learning, OpenCV, PostgreSQL, Python, Artificial Intelligence, Data Analytics, Data Science, Deep Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2025,N/A,N/A,N/A,N/A
,0,0,0,0,,"Yes, I am available for 3 months starting immediately for a full-time internship.",MCA,Computer Science,2024,N/A,N/A,N/A,N/A
,2,2,2,2,"Computer Vision, Data Analytics, Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Artificial Intelligence And Data Science,2024,N/A,8.89/10,N/A,N/A
,2,2,0,0,"C Programming, Data Science, Machine Learning, Python, Flutter, MySQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2024,N/A,N/A,N/A,N/A
,2,2,0,2,"Data Analytics, Deep Learning, Machine Learning, MySQL, Python, Power BI, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",M.Tech,Structural Engineering,2021,8.64/10,84.82/100,N/A,N/A
,3,1,0,0,"Data Analytics, MS-Excel, Power BI, Python, SQL, Data Science, Tableau, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",Integrated B.E & M.Tech,Mechanical Engineering,2020,N/A,6.94/100,N/A,N/A
,3,3,0,0,"Data Science, Interpersonal Skills, MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, Neural Networks, Python, SPSS, SQL, Adobe Photoshop, Data Structures, Power BI, Tableau, PostgreSQL, Search Engine Optimization (SEO)","Yes, I am available for 3 months starting immediately for a full-time internship.",Post Graduate Diploma in Management (P.G.D.M.),Analytics,2023,N/A,7.23/10,N/A,N/A
,2,2,2,2,"Amazon Web Server (AWS), BIG DATA ANALYTICS, English Proficiency (Written), MS-PowerPoint, MS-Word, MySQL, Neural Networks, Artificial Intelligence, Cloud Computing, Computer Vision, Data Analytics, Data Science, Deep Learning, English Proficiency (Spoken), GitHub, Hadoop, Java, Linux, MS-Excel, MS-Office, Machine Learning, Natural Language Processing (NLP), Python, R Programming, Research and Analytics, SQL, Statistics, Tableau, Data Structures, Power BI","Yes, I am available for 3 months starting immediately for a full-time internship.",,Post Graduate Diploma In Big Data Analytics,2023,N/A,N/A,N/A,N/A
,2,3,1,0,"Machine Learning, Power BI, Python, SQL, Natural Language Processing (NLP)","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Electronics and Telecommunication Engineering (ETE),2019,6.98/10,N/A,N/A,N/A
,2,1,0,1,"Data Analytics, Data Science, Python, SQL, Apache Kafka, Deep Learning, MS-Excel, Machine Learning, ReactJS","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Science (B.Sc),Computer Science,2023,N/A,9.47/10,69.00/69.00,84.00/84.00
,2,1,0,1,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Java, MS-Office, MS-PowerPoint, MySQL, NoSQL, Python, R Programming, Artificial intelligence, Computer Vision, Data Analytics, Data Science, Deep Learning, Docker, Hadoop, JavaScript, Machine Learning, MongoDB, SQL, Statistical Modeling, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),Computer Science,2024,77.40/100,8.04/10,7.90/7.90,8.80/8.80
,2,0,0,0,"HTML, C Programming, C++ Programming, CSS, Git, MySQL, Node.js, Python, ReactJS, Express.js, Figma, MongoDB","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Agriculture & Food Engineering,2024,N/A,7.82/10,97.60/97.60,94.60/94.60
,1,1,0,0,"C Programming, C++ Programming, Computer Vision, Machine Learning, Project Management, Python, User Interface (UI) Development","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Information Technology,2024,N/A,N/A,N/A,N/A
,3,3,0,0,"Business Analysis, Data Analytics, Data Science, MS-Excel, Machine Learning, Python, SQL, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Computer Applications (BCA),Information Technology,2025,N/A,N/A,N/A,N/A
,3,3,0,2,"Business Analysis, Data Analytics, Data Science, Data Structures, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Machine Learning, Python, R Programming, Statistical Modeling, Statistics, Deep Learning, Hadoop, MATLAB, MS SQL Server, MySQL, Neural Networks, Power BI, SQL, CSS, HTML, Java, JavaScript, PHP, PostgreSQL","No, Regarding my availability for the internship, I wanted to inform you that I am available for one month of internship. Unfortunately, due to my college commitments, I won't be able to extend my availability beyond that period. I wanted to be upfront about this limitation to ensure that expectations are clear from the beginning. However, during the one month I will be fully dedicated to the internship, and I am confident that I can contribute effectively to the projects during this time.
.",B.Tech,Artificial Intelligence And Data Science,2025,N/A,9.72/10,N/A,N/A
,3,2,2,3,"Adobe Photoshop, CSS, Data Analytics, Deep Learning, English Proficiency (Written), HTML, Java, MS-Excel, MySQL, NoSQL, Python, SQL, Tableau, Algorithms, Artificial Intelligence, BIG DATA ANALYTICS, C Programming, C++ Programming, Computer Vision, Creative Writing, Data Science, Data Structures, Database Management System (DBMS), Effective Communication, English Proficiency (Spoken), Linear Programming, MS-Office, Machine Learning, Mathematics, Natural Language Processing (NLP), Neural Networks, Parallel Thinking, Power BI","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Computer Science & Engineering Data Science AI ML,2024,N/A,N/A,87.50/87.50,9.70/9.70
,0,0,0,0,,"Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2024,N/A,N/A,N/A,N/A
,2,2,0,0,"Data Analytics, Data Science, Data Structures, MS-Excel, Machine Learning, MySQL, Power BI, Python, SQL, Statistics","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Science (B.Sc),,2023,8.00/10,N/A,N/A,N/A
,2,2,0,0,"Data Analytics, Database Management System (DBMS), Machine Learning, MySQL, Python, WordPress, Data Science, Data Structures","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Computer Science & Engineering,2024,N/A,7.20/10,N/A,N/A
,2,0,0,0,"MS-PowerPoint, C Programming, MATLAB, MS-Excel, MS-Office, Python, SQL, VHDL, HTML, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Electronics and Communication,2023,N/A,7.89/10,90.10/90.10,93.76/93.76
,0,0,0,0,"American English, Business Analysis, Business Research, English Proficiency (Spoken)","Yes, I am available for 3 months starting immediately for a full-time internship.",Hsc,Commerce,2018,N/A,N/A,N/A,N/A
,3,3,0,2,"Database Management System (DBMS), MS-Excel, Machine Learning, Python, SQL, Artificial Intelligence, Deep Learning, Statistical Modeling, Cloud Computing","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Science (B.Sc),,2023,N/A,N/A,70.00/70.00,N/A
,1,1,0,0,"C Programming, C++ Programming, Data Structures, Java, CSS, Data Science, HTML, JavaScript, Machine Learning, MySQL, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Information Technology,2023,N/A,8.75/9,7.30/7.30,9.80/9.80
